id,name,slug,url,summary,os,cpu,storage,memory,graphics,sound,online,media,connectivity,resolutions,output,companies,main_manufacturer,platform_logo,platform_version_release_dates,checksum
490,Initial version,initial-version,https://www.igdb.com/platforms/ooparts/version/initial-version,,,,,,,,,,,,,{589},,594,{605},5921bf6d-7c75-7a36-6ff2-2afdf6e75557
500,Evercade VS,evercade-vs,https://www.igdb.com/platforms/evercade/version/evercade-vs,"In April 2021, Blaze announced a home console version known as Evercade VS. It will be backwards-compatible with most games released for the handheld Evercade, with an output of 1080p. Unlike the handheld console, the VS will have multiplayer functionality. The console will include ports for four USB controllers, allowing the use of either VS or third-party controllers. The handheld Evercade can also be plugged into the VS and used as a controller. The VS's cartridge slot is covered by a small flap, resembling the design of the NES. The VS is scheduled to launch on November 3, 2021, with a price of $99.99.",Linux-based,1.5Ghz quad-core processor,4GB,512MB DRAM,,,,,Built in WiFi for easy updates and future network enabled features,1080p,HDMI,{839},,598,"{610,769}",d9d92385-7eeb-a56e-a6d0-f0250b56ca86
505,Initial version,initial-version,https://www.igdb.com/platforms/oculus-quest/version/initial-version,The Oculus Quest is the first iteration of the brand of standalone virtual reality headsets sold by Facebook (now named Meta) and developed by Oculus (now merged into the Meta company). It was released on May 21st 2019.,,,,,,,,,,,,{611},,619,,4143fa0e-3172-658e-a049-dbda91175aca
511,Initial version,initial-version,https://www.igdb.com/platforms/airconsole/version/initial-version,,,,,,,,,,,,,,,746,,ae65c38d-49cf-b61a-5e98-61b0c965a55e
529,Windows 1.0,windows-1-dot-0,https://www.igdb.com/platforms/win/version/windows-1-dot-0,"Windows 1.0 is the first major release of Microsoft Windows, a family of graphical operating systems for personal computers developed by Microsoft. It was first released to manufacturing in the United States on November 20, 1985, while the European version was released as Windows 1.02 in May 1986.

Its development began after the Microsoft co-founder and spearhead of Windows 1.0, Bill Gates, saw a demonstration of a similar software suite, Visi On, at COMDEX in 1982. The operating environment was showcased to the public in November 1983, although it ended up being released two years later. Windows 1.0 runs on MS-DOS, as a 16-bit shell program known as MS-DOS Executive, and it provides an environment which can run graphical programs designed for Windows, as well as existing MS-DOS software. It introduced multitasking and the use of the mouse, and various built-in programs such as Calculator, Paint, and Notepad. The operating environment does not allow its windows to overlap, and instead, the windows are tiled. Windows 1.0 also contains four releases, which contain minor updates to the system.",,,,,,,,,,,,{626},,671,{643},a3c8c1d1-b0e1-743f-e55d-9c15c238442a
539,Handheld PC,handheld-pc,https://www.igdb.com/platforms/mobile/version/handheld-pc,"A handheld personal computer (PC) is a miniature computer typically built around a clamshell form factor and is significantly smaller than any standard laptop computer, but based on the same principles. It is sometimes referred to as a palmtop computer, not to be confused with Palmtop PC which was a name used mainly by Hewlett-Packard.

Most handheld PCs use an operating system specifically designed for mobile use. Ultra-compact laptops capable of running common x86-compatible desktop operating systems are typically classified as subnotebooks. The first hand-held device compatible with desktop IBM personal computers of the time was the Atari Portfolio of 1989. Other early models were the Poqet PC of 1989 and the Hewlett Packard HP 95LX of 1991 which run the MS-DOS operating system. Other DOS-compatible hand-held computers also existed. After 2000 the handheld PC segment practically halted, replaced by other forms, although later communicators such as Nokia E90 can be considered to be of the same class.

The name Handheld PC was used by Microsoft from 1996 until the early 2000s to describe a category of small computers having keyboards and running the Windows CE operating system.",Windows CE,,,,,,,,,,,,,,,10e5553e-7d85-cc0e-5780-861ba73301ca
556,Initial version,initial-version,https://www.igdb.com/platforms/64dd/version/initial-version,"The Nintendo 64DD is a magnetic floppy disk drive peripheral for the Nintendo 64 game console developed by Nintendo. It was announced in 1995, prior to the Nintendo 64's 1996 launch, and after numerous delays was released in Japan on December 13, 1999. The ""64"" references both the Nintendo 64 console and the 64MB storage capacity of the disks, and ""DD"" is short for ""disk drive"" or ""dynamic drive"".

Plugging into the extension port on the underside of the console, the 64DD allows the Nintendo 64 to use proprietary 64MB magnetic disks for expanded and rewritable data storage, a real-time clock for persistent game world design, and a standard font and audio library for further storage efficiency. Its games and hardware accessories let the user create movies, characters, and animations to use within various other games and to be shared online. The system could connect to the Internet through a dedicated online service, Randnet, for e-commerce, online gaming, and media sharing.",,,Rewritable magnetic disk,,,,Randnet,64 MB magnetic disk,22.8 kbps dial-up modem,,,"{651,652}",,692,{662},4da7ab6a-3c25-066c-9594-7f214f1f266a
594,Evercade EXP,evercade-exp,https://www.igdb.com/platforms/evercade/version/evercade-exp,"The Evercade EXP features 18 built-in games from Capcom and the new TATE mode.
The Capcom games included are 1942, 1943, 1944: The Loop Master, Bionic Commando, Captain Commando, Commando, Final Fight, Forgotten Worlds, Ghouls ‘n Ghosts, Legendary Wings, MERCS, Street Fighter II’: Hyper Fighting, Strider, Vulgus, Mega Man, Mega Man 2, Mega Man X and Breath of Fire.

The Evercade EXP features a high resolution IPS screen for greater viewing angles and better quality, built-in WiFi for easy updates and the brand new TATE mode, that allows for seamless and comfortable vertical gaming using dedicated buttons.",,1.5Ghz Processor,,4GB Built-in Memory,4.3” IPS Screen,Stereo Speakers,,Cartridges,Built-in WiFi,"800x480, 480x800 (TATE Mode)","720p Mini-HDMI, 3.5mm Headphone Jack",{710},,754,{686},7a03294b-38a5-038c-ba30-e6e2d5cf6c00
700,Initial version,initial-version,https://www.igdb.com/platforms/tomy-tutor-slash-pyuta-slash-grandstand-tutor/version/initial-version,"The Tomy Tutor, originally sold in Japan as the Pyūta (ぴゅう太) and in the UK as the Grandstand Tutor, is a home computer produced by the Japanese toymaker Tomy. It is architecturally similar, but not identical, to the TI-99/4A, and uses a similar Texas Instruments TMS9900 16-bit CPU. The computer was launched in Japan in 1982, and in the UK and the United States in the next year.",BASIC,TMS9995,,20 KB ROM 16 KB RAM,TMS9918,SN76489AN,,"ROM Cartridge, Cassette","Data recorder, game adapter",256 x 192,,{917},,857,"{857,858,859}",47085157-0083-a528-eb8d-03dd9701611c
686,VT01,vt01,https://www.igdb.com/platforms/plug-and-play/version/vt01,"The VT01 chipset was designed for early portable Famiclones, using an STN display rather than an LCD display. Because of this, the VT01 is of a lower quality than a standard NES/Famicom, not being able to output full color. One variant runs games in monochrome, while another outputs shades of red and cyan.",,,,,,,,,,,,{896},,,,0d2e5e8d-0f0b-5308-cd28-0b89b46b81fd
687,VT09,vt09,https://www.igdb.com/platforms/plug-and-play/version/vt09,"Almost the same as VT03, but with 32-bit/8BPP graphics; this chip is exclusively used by JungleTac.",,,,,,,,,,,,"{897,898}",,,,afd1cb1b-e9ba-7ae4-e27f-f06e1a1b1cfe
626,Sega Nomad,sega-nomad,https://www.igdb.com/platforms/genesis-slash-megadrive/version/sega-nomad,"The Sega Nomad, codenamed Venus, is a handheld video game console manufactured by Sega. It is a portable Sega Mega Drive (Genesis), and Sega's second handheld system after the Sega Game Gear. The Nomad shares a similar concept with the semi-portable Sega Mega Jet, and only saw release in North America.",,,,,,,,Cartridge,,,,{801},,804,{710},08d6388a-c730-ab9d-603c-928161165ce7
640,Nintendo VS. System,nintendo-vs-system,https://www.igdb.com/platforms/arcade/version/nintendo-vs-system,"The Nintendo VS. System is an arcade system developed and produced by Nintendo from 1984 to 1990. It is based on most of the same hardware as the Family Computer (Famicom), later released as the Nintendo Entertainment System (NES). Most of its games are conversions from the Famicom and NES, some heavily altered for the arcade format, and some debuted on the VS. System before being released on the Famicom or NES. The system focuses on two-player cooperative play. It was released in three different configurations: upright VS. UniSystem cabinets, upright VS. DualSystem cabinets, and sit-down VS. DualSystem cabinets. Games are on pluggable circuit boards, allowing for each side to have a different game.

The VS. System was a commercial success in the United States, with about 100,000 arcade cabinets sold, as the highest-grossing arcade machine of 1985. It was the first version of the Famicom hardware to debut in North America, in 1984. The system's success in the arcades proved the market for the official release of the NES console in North America in 1985.",,,,,,,,,,,,{807},,810,{728},bfc61015-d58e-123a-fa84-f54614262f53
684,VT02,vt02,https://www.igdb.com/platforms/plug-and-play/version/vt02,"A famiclone board, almost identical to the NES/Famicom except for its improved processor and better sound capability. It is mostly compatible with Famicom/NES emulators.",,,,,,,,,,,,{894},,,,ed496ce6-048b-5172-c82c-aa8578141141
685,VT03,vt03,https://www.igdb.com/platforms/plug-and-play/version/vt03,"A famiclone board, built on the NES core but with 16-bit/4BPP graphics. It is not compatible with most NES/Famicom emulators.",,,,,,,,,,,,{895},,,,b4abb4f0-374e-dd93-6913-012aeafff431
688,VT32,vt32,https://www.igdb.com/platforms/plug-and-play/version/vt32,"Features the ability to run multiple sampled sound channels. Some VT32 variants support NES/Famicom chip types uncommon in other Famiclones, such as MMC1 (""mapper 1"") and UxROM (""mapper 2"").",,,,,,,,,,,,{899},,,,4653469c-d854-e733-e424-a59e4e6fe2a6
689,Initial version,initial-version,https://www.igdb.com/platforms/gizmondo/version/initial-version,"The Gizmondo was a handheld gaming console developed by Tiger Telematics. It was released in the UK, Sweden and the U.S. starting in March 2005. Its first-party games were developed in studios in Helsingborg, Sweden, and Manchester, England. Gizmondo Europe, Ltd. was based in London, England, and was a subsidiary of Florida-based Tiger Telematics, whose chairman Carl Freer led Gizmondo's development.",Windows CE,Samsung ARM9 processor running at 400 MHz,64 MB,64 MB 16-bit SDRAM,Nvidia GoForce 3D 4500,Built-in speaker,GPRS,"SD, MMC","Bluetooth class 2 for multiplayer gaming, GSM tri-band",320 × 240,72 mm (2.8 inch) TFT screen,{900},,849,"{847,848}",e10b273c-6af8-ef01-2896-ba241c178b5c
701,Initial version,initial-version,https://www.igdb.com/platforms/sega-cd-32x/version/initial-version,"The Sega CD and Sega 32X are both separate add-ons for the Sega Genesis/Mega Drive, each with their own library of games. However, a small number of games require the use of both add-ons.",,,,,,,,,,,,{919},,858,"{860,861,862,863}",576d8d58-1c25-388f-73bd-44a77b069d20
630,Master System Super Compact,master-system-super-compact,https://www.igdb.com/platforms/sms/version/master-system-super-compact,"The Master System Super Compact is a special Sega Master System release by Sega's Brazilian distributor, Tec Toy. As the name suggests, the console is essentially a compact version of a regular Master System, being smaller in size and therefore portable. It is one of the few pieces of Sega branded hardware to never leave South America, seeing a release in Uruguay as well as Brazil. It is ""super"" compact as around this time Tec Toy had released the Master System III Compact, and this machine is smaller.

The Master System Super Compact is similar to the Sega Mega Jet, though runs Master System cartridges instead of pre-installed Sega Mega Drive ones. It can be powered via a battery as well as a regular AC power supply. One major feature is that the functionality of the Mark III Telecon Pack is built-in, allowing the user to broadcast the A/V signal to any nearby TV tuned to channels 3 or 4, making it a completely wireless unit. However, the wireless feature is prone to interference, so the console can also be connected to a TV using standard RCA cables for better picture quality.

There were three different releases of the Master System Super Compact in Brazil, each with a different built-in game. One with Alex Kidd in Miracle World, one with Sonic the Hedgehog and a ""special edition"" version with Super Futebol II. A PAL-N version was also produced for the Uruguayan market. The design was also recycled for the Master System Girl.",,,,,,,,Cartridge,,,,"{766,767}",,,{716},f8125cf7-612e-aab0-bfc3-5aaffdb206af
644,Game Television,game-television,https://www.igdb.com/platforms/nes/version/game-television,"The Sharp Nintendo Television, often described as the C1 NES TV, is a CRT television with a built-in Famicom/NES that was produced by Sharp under license from Nintendo. It was originally released in Japan in October 1983 as the My Computer TV; it was also distributed in Taiwan via Sampo as the Sampo C1 starting in 1984. The unit was showcased at the Summer CES in 1987 with a release in the United States intended for later that year, but it was not released there until 1989 as the Game Television. The C1 is notable for having provided the high-quality screenshots displayed in video game magazines of the period, as it had a better picture quality than a Famicom or NES paired with a separate television due to its direct internal display connection.",,,,,,,,Cartridge,,,,"{781,782}",,,{733},a8d59347-9dd4-6099-104d-b4428565b68c
647,Twin Famicom,twin-famicom,https://www.igdb.com/platforms/famicom/version/twin-famicom,"The Twin Famicom is a home video game console produced by Sharp. It was exclusively released in Japan on July 1, 1986, at an introductory price of ¥32,000. The Twin Famicom is a licensed Nintendo product that combines the Famicom and the Famicom Disk System into a single piece of hardware. Whereas the standard Famicom only has one color combination, the Twin Famicom was initially sold in two colors: red with black highlights (AN-500R), and black with red highlights (AN-500B). A second version of the system was released in 1987 with a slightly different case design, turbo controllers, and two different color schemes; black with green highlights (AN-505-BK) and red with beige highlights (AN-505-RD).",,,,,,,,"Cartridge, Disk",,,,"{809,810}",,813,{736},c8b44a41-59f8-b789-1312-ab7c82b44c00
659,Google Chrome,google-chrome,https://www.igdb.com/platforms/browser/version/google-chrome,"Google Chrome is a cross-platform web browser developed by Google. It was first released in 2008 for Microsoft Windows, built with free software components from Apple WebKit and Mozilla Firefox. Versions were later released for Linux, macOS, iOS, and also for Android, where it is the default browser. The browser is also the main component of ChromeOS, where it serves as the platform for web applications.

Most of Chrome's source code comes from Google's free and open-source software project Chromium, but Chrome is licensed as proprietary freeware. WebKit was the original rendering engine, but Google eventually forked it to create the Blink engine; all Chrome variants except iOS used Blink as of 2017.",,,,,,,,,,,,{820},,821,{756},49748cf8-e285-43d2-e859-115ae4dbd134
145,Leopard,leopard,https://www.igdb.com/platforms/mac/version/leopard,"Mac OS X Leopard (version 10.5) is the sixth major release of Mac OS X, Apple's desktop and server operating system for Macintosh computers. Leopard is the final version of Mac OS X to support the PowerPC architecture as Snow Leopard functions solely on Intel based Macs. According to Apple, Leopard contains over 300 changes and enhancements over its predecessor, Mac OS X Tiger, covering core operating system components as well as included applications and developer tools. Leopard introduces a significantly revised desktop, with a redesigned Dock, Stacks, a semitransparent menu bar, and an updated Finder that incorporates the Cover Flow visual navigation interface first seen in iTunes. Other notable features include support for writing 64-bit graphical user interface applications, an automated backup utility called Time Machine, support for Spotlight searches across multiple machines, and the inclusion of Front Row and Photo Booth, which were previously included with only some Mac models.",,,,,,,,,,,,{98},,94,{154},35adfa95-ab64-6d15-f7fd-39af83d84fdc
183,Initial version,initial-version,https://www.igdb.com/platforms/odyssey-2-slash-videopac-g7000/version/initial-version,"The Videopac used the standard joystick design of the 1970s and early 1980s: the original console had a moderately-sized silver controller, held in one hand, with a square housing for its eight-direction stick that was manipulated with the other hand. Later releases had a similar black controller, with an 8-pointed star-shaped housing for its eight-direction joystick. In the upper corner of the joystick was a single 'Action' button, silver on the original controllers and red on the black controllers. The games, graphics and packaging were designed by Ron Bradford and Steve Lehner.

One other difference in these controllers is that the earliest releases of the silver joystick were removable. They could be plugged and unplugged from the back of the unit, while all later silver and all black controllers were hardwired into the rear of the unit itself (although the joysticks still can be easily replaced, but not without dismounting the cover deck).

One of the strongest points of the system was its speech synthesis unit, which was released as an add-on for speech, music, and sound effects enhancement. The area that the Odyssey² may be best remembered for was its pioneering fusion of board and video games: The Master Strategy Series. The first game released was Quest for the Rings!, with gameplay somewhat similar to Dungeons &amp; Dragons, and a storyline reminiscent of J. R. R. Tolkien's The Lord of the Rings. Later, two other games were released in this series, Conquest of the World and The Great Wall Street Fortune Hunt, each with its own gameboard.

Its graphics and few color choices, compared to its biggest competitors at the time—the Atari 2600, Mattel's Intellivision and the Bally Astrocade—were its ""weakest point"". Of these systems, the Odyssey² was listed by Jeff Rovin as being the third in total of sales, and one of the seven major video game suppliers.",,,,,,,,,,,,,,112,"{215,216}",13737f46-63a6-87c5-a6fc-b46c62e3b44d
641,PlayChoice-10,playchoice-10,https://www.igdb.com/platforms/arcade/version/playchoice-10,"The PlayChoice-10 is an arcade system developed and marketed by Nintendo. Released in August 1986 as the successor to the Nintendo VS. System, the PlayChoice-10 was developed as a means to showcase NES games while maintaining revenue from the arcade business; it did so by allowing players to test up to ten games, one at a time.

Two upright cabinet variants of the PlayChoice-10 were offered: a stacked dual-screen one and a single-screen one. A ""cabaret"" variant of the dual-screen cabinet, featuring a 9-inch screen on top of a 15-inch one instead of two 25-inch screens, was available in markets outside the United States. Conversion kits were also available for both dual-screen and single-screen formats, with the former intended for converting Punch-Out!! cabinets and the latter intended for converting standard Nintendo cabinets; the company later offered conversion kits for VS. UniSystem cabinets, with a five-game PlayChoice-5 kit made available alongside the standard ten-game kit. Nintendo additionally offered a countertop variant of the PlayChoice-10: the PlayChoice CounterTop System, which featured two control sets side-by-side. Games were distributed on printed circuit boards (PCBs) featuring ROM chips and were connected to the motherboard with edge connectors.

Gameplay is restricted to a set time limit, with two minutes available at minimum; inserting additional coins before play results in bonus session time (called ""Prime Time"") on top of the added time. Players are able to freely switch between games by pressing a button that invoked a game selection menu; they are also able to pause and reset the current game. Dual-screen cabinets displayed the selection menu and game instructions on the top screen and the gameplay on the bottom screen. The games themselves have minor differences compared to their console counterparts, with all of them including game instructions; some games had other differences, with Punch-Out!! using a battery save to remember a player's initials for high scores.",,,,,,,,,,,,{805},,808,{729},5db20b40-c30c-f712-83a9-721c5cec2283
284,Xbox Series X,xbox-series-x,https://www.igdb.com/platforms/series-x-s/version/xbox-series-x,"Xbox Series X is Microsoft's most powerful console ever, powered by their custom designed processor leveraging AMD's latest Zen 2 and RDNA 2 architectures. The new system on a chip (SOC) has been built from the ground up for speed and performance, with 12 teraflops of processing power and with compatibility in mind for four generations of games. 
 
Compared to the previous generation, Xbox Series X represents a superior balance of power and speed in console design, advancing on all technological fronts to delivering amazing, dynamic, living worlds and minimize any aspects that can take you out of the experience. 
 
- Next Generation Custom Processor: Xbox Series X is our most powerful console ever powered by our custom designed processor leveraging AMD’s latest Zen 2 and RDNA 2 architectures. Delivering four times the processing power of an Xbox One and enabling developers to leverage 12 TFLOPS of GPU (Graphics Processing Unit) performance – twice that of an Xbox One X and more than eight times the original Xbox One. Xbox Series X delivers a true generational leap in processing and graphics power with cutting edge techniques resulting in higher framerates, larger, more sophisticated game worlds, and an immersive experience unlike anything seen in console gaming. 
 
Variable Rate Shading (VRS): Our patented form of VRS empowers developers to more efficiently utilize the full power of the Xbox Series X. Rather than spending GPU cycles uniformly to every single pixel on the screen, they can prioritize individual effects on specific game characters or important environmental objects. This technique results in more stable frame rates and higher resolution, with no impact on the final image quality. 
 
- Hardware-accelerated DirectX Raytracing: You can expect more dynamic and realistic environments powered by hardware-accelerated DirectX Raytracing – a first for console gaming. This means true-to-life lighting, accurate reflections and realistic acoustics in real time as you explore the game world.",,8x Cores @ 3.8 GHz (3.6 GHz w/ SMT) Custom Zen 2 CPU,1TB Custom NVME SSD,16 GB GDDR6 w/ 320b bus,"12 TFLOPS, 52 CUs @ 1.825 GHz Custom RDNA 2 GPU",,Xbox Live,,,"4k 60fps up to 120fps, support for Variable Refresh Rate (VRR), 8K capability","HDMI 2.1 output port, three USB 3.2 ports, one networking port, an expanded storage slot and a power input port",{553},,561,{363},b76f356c-638b-027b-f2c7-616a40d79f1c
30,520 ST,520-st,https://www.igdb.com/platforms/atari-st/version/520-st,"The Atari ST is a line of personal computers from Atari Corporation and the successor to the Atari 8-bit family. The initial model, the 520ST, saw limited release in April–June 1985 and was widely available in July. It was the first personal computer with a bitmapped color GUI, using a version of Digital Research's GEM from February 1985.

The 1040ST, released in 1986 with 1 MB of RAM, was the first home computer with a cost-per-kilobyte of less than US$1. It is part of a mid-1980s generation of computers with 16- or 32-bit processors, 256 KB or more of RAM, and mouse-controlled graphical user interfaces. (Other examples include the Macintosh, Amiga, Apple IIGS, and Acorn Archimedes.)

""ST"" officially stands for ""Sixteen/Thirty-two"", referring to the Motorola 68000's 16-bit external bus and 32-bit internals. The system was designed by a small team led by Shiraz Shivji.

The ST was sold with either Atari's color monitor or less expensive monochrome monitor. Color graphics modes were available only on the former while the highest-resolution mode required the monochrome monitor. Some later models could display the color modes on a TV.

In some markets, particularly Germany, the ST gained a foothold for CAD and desktop publishing. With its built-in MIDI ports, it was popular for music sequencing and as a controller of musical instruments among amateurs and professional musicians.

It was superseded by the Atari STE, Atari TT, Atari MEGA STE and Falcon computers.",TOS (The Operating System),Motorola 68000 16-/32-bit 8 MHz,,512 Kb (1 Mb for Atari ST 1040),,Yamaha YM2149 3-voice squarewave plus 1-voice white noise mono Programmable Sound Generator,,3½-inch disk,,"320 × 200 (16 color), palette of 512 colors / 640 × 200 (4 color), palette of 512 colors / 640 × 400 (mono), monochrome",,,,367,{606},11d3a2fa-9954-e39d-a9ee-1da6ed72855e
58,Initial version,initial-version-414585e3-0f93-496a-8a82-d9fd5ab9f5e3,https://www.igdb.com/platforms/ps2/version/initial-version-414585e3-0f93-496a-8a82-d9fd5ab9f5e3,"The PlayStation 2 (PS2), is a home video game console that was manufactured by Sony Computer Entertainment. The sixth-generation console competed with the Sega Dreamcast, Microsoft Xbox, and Nintendo GameCube.

The PlayStation 2 went on to become the best-selling video game console in history, selling over 155 million units. More than 3,874 game titles have been released for the PS2 since launch, and more than 1.5 billion copies have been sold. Sony later manufactured several smaller, lighter revisions of the console known as ""slimline"" models, and in 2006 introduced the successor, the PlayStation 3.

Even with the PlayStation 3 release, the PlayStation 2 remained popular well into the seventh generation and continued to be produced until January 4, 2013, when Sony finally announced that the PlayStation 2 had been discontinued after almost 13 years of production – one of the longest runs for a video game console. Despite the announcement, new games for the console continued to be produced until the end of 2013, including Final Fantasy XI: Seekers of Adoulin for Japan, Pro Evolution Soccer 2014 for North America and Europe, and FIFA 14 for Brazil. Sony unveiled the PlayStation 4 console the following month on February 20, 2013.",,Emotion Engine @ 294.912 MHz,"Playstation 2 Memory Card (8 MB), Playstation 1 Memory Card (1 MB)",32 MB,Graphics Synthesizer @ 147.456 MHz,CPU+SPU2,Dynamic Network Authentication System,"DVD, CD","100 Mbit Ethernet/modem (Add-on), 2x USB 1.1","480i, 480p","Composite video, S-Video, RGB, VGA, YPBPR",{315},,253,"{126,127,128,129,130}",f12717a2-868c-7ca2-3491-d45657601f4a
149,Mavericks,mavericks,https://www.igdb.com/platforms/mac/version/mavericks,"OS X Mavericks (version 10.9) is the tenth major release of OS X, Apple Inc.'s desktop and server operating system for Macintosh computers. It was released as a free update. The update emphasized battery life, Finder improvements, other improvements for power users, and continued iCloud integration, as well as bringing more of Apple's iOS apps to OS X. Mavericks, which was named for the surfing location in California, was the first in the series of OS X releases named for places in Apple's home state; earlier releases used the names of big cats.",,,,,,,,,,,,{102},,98,{158},cece3695-0ed2-1eaa-be2d-253d7023fbdc
278,PlayStation Portable Go,playstation-portable-go,https://www.igdb.com/platforms/psp/version/playstation-portable-go,"The PlayStation Portable Go (PSP-N1000) is 43% lighter and 56% smaller than the original PlayStation Portable (PSP-1000), and 16% lighter and 35% smaller than the PlayStation Portable Brite (PSP-3000). Its rechargeable battery is not intended to be removed by the user. Its LCD screen slides up to reveal the main controls. The overall shape and sliding mechanism are similar to those of Sony mylo COM-2. 
 
Its USB port was replaced with a proprietary connector. A compatible cable that connects to other devices' USB ports is included with the unit. The new multi-use connector allows video and sound output with the same connector using an optional composite or component AV cable. 
 
The removal of the UMD drive effectively region-locks the unit because it must be linked to a single, region-locked PlayStation Network account. While it can download games to itself, users can also download and transfer games to the device from a PlayStation 3 console, or the Windows-based software Media Go.",PlayStation Portable system software,MIPS R4000,"16GB internal flash memory, Memory Stick Micro (M2)",64MB eDRAM,,"Stereo speakers, 3.5 mm headphone jack",PlayStation Network,Digital distribution,"Wi-Fi 802.11b, Bluetooth",480 x 272,,,,241,"{344,345,346}",411c41a0-280e-0285-7fcb-a50b72ef95ad
642,New Famicom,new-famicom,https://www.igdb.com/platforms/famicom/version/new-famicom,"The New Famicom is similar in appearance to the New-Style NES, though the former lacks the ""bump"" on the latter's cartridge slot to accommodate the shorter Famicom cartridges as well as the RAM Adapter for the Famicom Disk System. It was bundled with two ""dog bone"" controllers; while this allowed for easy replacement of defective controllers compared to the hardwired ones in the original Famicom, games that utilized the microphone in the original Famicom's second controller are incompatible with the New Famicom due to the lack of one in the new controller. Although the New Famicom included composite video output, an improvement over the RF-only Famicom, it did not come bundled with an AV cable or an AC adapter (they were sold separately) as Nintendo assumed that prospective customers were in possession of a Super Famicom and could use the cables intended for that system instead.",,,,,,,,Cartridge,,,,{885},,843,{730},58eb3609-6591-0627-208e-32db590428a3
53,Initial version,initial-version-910b4439-ecb8-404f-8e5f-791e43ccf889,https://www.igdb.com/platforms/nes/version/initial-version-910b4439-ecb8-404f-8e5f-791e43ccf889,"The Nintendo Entertainment System (commonly abbreviated as NES) is an 8-bit home video game console that was developed and manufactured by Nintendo. It was initially released in Japan as the Family Computer (Japanese: ファミリーコンピュータ Hepburn: Famirī Konpyūta?) (also known by the portmanteau abbreviation Famicom (ファミコン Famikon?) and abbreviated as FC) on July 15, 1983, and was later released in North America during 1985, in Europe during 1986, and Australia in 1987. In South Korea, it was known as the Hyundai Comboy (현대 컴보이 Hyeondae Keomboi) and was distributed by SK Hynix which then was known as Hyundai Electronics. It was succeeded by the Super Nintendo Entertainment System.",,Ricoh 2A03 at 1.79 MHz,,2 KiB,Custom Ricoh Picture Processing Unit (PPU),CPU-integrated programmable sound generator (5 mono channels),Famicom Modem (Japan only),Nintendo Entertainment System Game Pak,,256x240,"RF, composite",{941},,228,"{195,198,199,782}",9befb8f7-24d7-20a5-c3b0-3570fb20d9c2
54,Initial version,initial-version-87dfdafa-bcbc-466c-8286-cc8cccf4daa3,https://www.igdb.com/platforms/ngc/version/initial-version-87dfdafa-bcbc-466c-8286-cc8cccf4daa3,"The GameCube is the first Nintendo console to use optical discs for its primary storage medium. The discs are similar to the miniDVD format, and as a result of their smaller size, the system was not designed to play standard DVDs or audio CDs. Nintendo presents a variety of connectivity options for the GameCube. It supports online gaming for a small number of games via the broadband or modem adapter, sold separately; it also connects to the Game Boy Advance, allowing players to access exclusive in-game features using the handheld as a second screen and controller.

Contemporary reception of the GameCube was generally positive. Some praised the extensive software library and high-quality games, while others criticized the console's exterior design and lack of features. Nintendo sold 21.74 million GameCube units worldwide before being discontinued in 2007. Its successor, the Wii, was released in November 2006.",Dolphin OS,IBM PowerPC ''Gekko'' @ 485 MHz,Nintendo GameCube Memory Card (8MB-16MB Capacity),24MB,ATI ''Flipper'' @ 162 MHz,"64 ADPCM channels, analog stereo w/ Dolby Pro Logic II (Dolby Surround)",Various game-specific services,Nintendo GameCube game disc,Nintendo GameCube Broadband Adapter,"240i, 240p (no games use these), 480i, 480p (only some games support 480p), 576i (PAL)","Composite, S-Video, YPbPr component, RGB component (Japan only)",{863},,262,"{48,49,51,179,789}",bee4f88a-f306-a723-ac8d-6507f11b9cab
186,Initial version,initial-version,https://www.igdb.com/platforms/hyper-neo-geo-64/version/initial-version,"The short lived successor to the Neo Geo MVS arcade system. It was the first and only SNK system with the ability to render in 3D. 
 
The system was discontinued after 2 years with only 7 games made for it.",,NEC VR4300 (64-bit MIPS III architecture based) @ 100 MHz with 4 MB RAM and 64 MB Program Memory,,,,"32-channel PCM wavetable audio, with maximum sampling frequency of 44.1 kHz (CD-quality) and 32 MB of wavetable RAM",,Cartridge,,,,{150},,117,{222},298a5625-a95a-277a-7c47-d8caf1b0ef85
723,Initial version,initial-version,https://www.igdb.com/platforms/elektor-tv-games-computer/version/initial-version,The Elektor TV Games Computer was a programmable computer system sold by Elektor in kit form from April 1979.,,Signetics 2650,,,Signetics 2636,Signetics 2636,,Cassette,,,,,,,{904},dd6b888b-3a2f-1af3-6c7d-26b1278ce347
493,Epoch Cassette Vision,epoch-cassette-vision,https://www.igdb.com/platforms/epoch-cassette-vision/version/epoch-cassette-vision,"The Cassette Vision is a second generation home video game console made by Epoch Co. and released in Japan on July 30, 1981. A redesigned model called the Cassette Vision Jr. was released afterwards.

The term cassette is a contemporary Japanese synonym for ROM cartridge, not to be confused with the magnetic cassette tape format. In terms of power, it is comparable to the Atari 2600. The Cassette Vision has unusual controls: four knobs built into the console itself, two for each player (one for horizontal, one for vertical); plus two buttons per player.

The system originally retailed for ¥13,500, with games priced at ¥4,000. The Cassette Vision sold around 400,000 units, and was the best selling video game console in Japan before Nintendo's Family Computer. It received a successor called the Super Cassette Vision.",,NEC uPD77xx,,,µPD778,Beeper,,ROM cartridge,,54 x 62,8 colors,{905},,744,{852},02fcada0-dfb5-9efb-930f-742f8909fbd7
